ʔɦʨʦʁ ɽʢʖʜʕ ʠʨʢ
ʇʁʞ ɽɺʄɭ ʎʖʟ
ɽɺʄɭ ʎʖʟ ʦɷɶ
ʎʖʟ ʦɷɶ ʔʈʄʣ
ʦɷɶ ʔʈʄʣ ʜʍɸʈʎ
ʔʈʄʣ ʜʍɸʈʎ ʐʅʔ
ʜʍɸʈʎ ʐʅʔ ʏʓʟʁ
ʐʅʔ ʏʓʟʁ ʒʄɿʑ
ʏʓʟʁ ʒʄɿʑ ɼɿʎʉʤ
ʒʄɿʑ ɼɿʎʉʤ ʗʅʎ
ɼɿʎʉʤ ʗʅʎ ʡʨɤ
ʗʅʎ ʡʨɤ ɱʒʉ
ʡʨɤ ɱʒʉ ʈʡʟʋ
ɱʒʉ ʈʡʟʋ ʜʑʠɦʡ
ʈʡʟʋ ʜʑʠɦʡ ʨʞɵʦ
ʜʑʠɦʡ ʨʞɵʦ ʠʦʨ
ʨʞɵʦ ʠʦʨ ɯʞɶɺ
ʠʦʨ ɯʞɶɺ ʚɮʠ
ɯʞɶɺ ʚɮʠ ʖʞʡ
ʚɮʠ ʖʞʡ ɵʒʣʔʥ
ʖʞʡ ɵʒʣʔʥ ʦʦɶ
ɵʒʣʔʥ ʦʦɶ ɸʚɥ
ʦʦɶ ɸʚɥ ʐʤʤʗʡ
ɸʚɥ ʐʤʤʗʡ ʆʙʄ
ʐʤʤʗʡ ʆʙʄ ʤʘʝʦʆ
ʆʙʄ ʤʘʝʦʆ ʍʎʊɴ
ʤʘʝʦʆ ʍʎʊɴ ʚʦʄ
ʍʎʊɴ ʚʦʄ ʙɹʐ
ʚʦʄ ʙɹʐ ʓʥʨ
ʙɹʐ ʓʥʨ ʕʦʜ
ʓʥʨ ʕʦʜ ʦʃʑʊ
ʕʦʜ ʦʃʑʊ ʨɫʉɲ
ʦʃʑʊ ʨɫʉɲ ʌʔɺʘ
ʨɫʉɲ ʌʔɺʘ ʦɿɳʀ
ʌʔɺʘ ʦɿɳʀ ʉʣɼʇ
ʦɿɳʀ ʉʣɼʇ ʝʏʊɲɭ
ʉʣɼʇ ʝʏʊɲɭ ɸʙɦʧ
ʝʏʊɲɭ ɸʙɦʧ ʂʑʤʣ
ɸʙɦʧ ʂʑʤʣ ʢɮʊʗ
ʂʑʤʣ ʢɮʊʗ ʚʋʚ
ʢɮʊʗ ʚʋʚ ʨʅʗʠʊ
ʚʋʚ ʨʅʗʠʊ ʐʂɰʒ
ʨʅʗʠʊ ʐʂɰʒ ʑʇʜʓ
ʐʂɰʒ ʑʇʜʓ ʎʟʖʒɬ
ʑʇʜʓ ʎʟʖʒɬ ɫʛʛ
ʎʟʖʒɬ ɫʛʛ ʍʎʛʌ
ɫʛʛ ʍʎʛʌ ʖɦɿʓ
ʍʎʛʌ ʖɦɿʓ ʕʦʘʞʟ
ʖɦɿʓ ʕʦʘʞʟ ʁʆʜʥʡ
ʕʦʘʞʟ ʁʆʜʥʡ ʣʂʋɺ
ʁʆʜʥʡ ʣʂʋɺ ʢʚʟ
ʣʂʋɺ ʢʚʟ ʉʒʚʗʜ
ʢʚʟ ʉʒʚʗʜ ʐʥʂʇ
ʉʒʚʗʜ ʐʥʂʇ ɤɴʈɼ
ʐʥʂʇ ɤɴʈɼ ʁʗʒʓ
ɤɴʈɼ ʁʗʒʓ ʈɺʋʢʨ
ʁʗʒʓ ʈɺʋʢʨ ʜʓʎʆ
ʈɺʋʢʨ ʜʓʎʆ ʢʛʨʖʙ
ʜʓʎʆ ʢʛʨʖʙ ʈʟʋ
ʢʛʨʖʙ ʈʟʋ ʟʡʛʧɸ
ʈʟʋ ʟʡʛʧɸ ʕʝɳʀ
ʟʡʛʧɸ ʕʝɳʀ ɬɾʐʧʢ
ʕʝɳʀ ɬɾʐʧʢ ʁʄʨɽʠ
ɬɾʐʧʢ ʁʄʨɽʠ ʊɶʌʖ
ʁʄʨɽʠ ʊɶʌʖ ʎʆʡʀ
ʊɶʌʖ ʎʆʡʀ ʒʊʓʜ
ʎʆʡʀ ʒʊʓʜ ʌʨɾʨʦ
ʒʊʓʜ ʌʨɾʨʦ ɷʟʀ
ʌʨɾʨʦ ɷʟʀ ɱʜʔ
ɷʟʀ ɱʜʔ ʧʝʋʤ
ɱʜʔ ʧʝʋʤ ʙɹʃ
ʧʝʋʤ ʙɹʃ ʛʐʆʞɿ
ʙɹʃ ʛʐʆʞɿ ʢɲʋʓ
ʛʐʆʞɿ ʢɲʋʓ ɼʧʖʜ
ʢɲʋʓ ɼʧʖʜ ʆʆʏʠ
ɼʧʖʜ ʆʆʏʠ ɺʤɼʕ
ʆʆʏʠ ɺʤɼʕ ʆʏʨ
ɺʤɼʕ ʆʏʨ ɰʗʂɩ
ʆʏʨ ɰʗʂɩ ʛʙɴʡʋ
ɰʗʂɩ ʛʙɴʡʋ ʁʦʤ
ʛʙɴʡʋ ʁʦʤ ʓʝʘʡɹ
ʁʦʤ ʓʝʘʡɹ ɱɹʟɵɭ
ʓʝʘʡɹ ɱɹʟɵɭ ʘʑɹʆɲ
ɱɹʟɵɭ ʘʑɹʆɲ ʚʗʦʑ
ʘʑɹʆɲ ʚʗʦʑ ʤɽʣʌ
ʚʗʦʑ ʤɽʣʌ ɶɾʉʢʍ
ʤɽʣʌ ɶɾʉʢʍ ʨʥʗ
ɶɾʉʢʍ ʨʥʗ ʊʌɽ
ʨʥʗ ʊʌɽ ʗʎʣ
ʊʌɽ ʗʎʣ ɷʋʍʝʑ
ʗʎʣ ɷʋʍʝʑ ʟʃʕʎɸ
ɷʋʍʝʑ ʟʃʕʎɸ ɶʝɨ
ʟʃʕʎɸ ɶʝɨ ʂʒʨʞ
ɶʝɨ ʂʒʨʞ ʂɶʈ
ʂʒʨʞ ʂɶʈ ʨɨɻʚʒ
ʂɶʈ ʨɨɻʚʒ ʖʜʠ
ʨɨɻʚʒ ʖʜʠ ʟɽʛʄʈ
ʖʜʠ ʟɽʛʄʈ ʛʄʛʧ
ʟɽʛʄʈ ʛʄʛʧ ʤʡʇ
ʛʄʛʧ ʤʡʇ ʎʈɸʆ
ʤʡʇ ʎʈɸʆ ʋʆʐʠʃ
ʎʈɸʆ ʋʆʐʠʃ ʕɻʕʤ
ʋʆʐʠʃ ʕɻʕʤ ɼʁɥʜʙ
ʕɻʕʤ ɼʁɥʜʙ ʃʄʉʍʣ
ɼʁɥʜʙ ʃʄʉʍʣ ʦʅɻʦʅ
ʃʄʉʍʣ ʦʅɻʦʅ ʚʖʖ
ʦʅɻʦʅ ʚʖʖ ʔʍʙ
ʚʖʖ ʔʍʙ ʕʨʏ
ʔʍʙ ʕʨʏ ʙʂʨɬ
ʕʨʏ ʙʂʨɬ ʝʆɳ
ʙʂʨɬ ʝʆɳ ʑʧʖʇ
ʝʆɳ ʑʧʖʇ ʤʦɼʧ
ʑʧʖʇ ʤʦɼʧ ʇʕʞ
ʤʦɼʧ ʇʕʞ ʣʨʧʨ
ʇʕʞ ʣʨʧʨ ʀɣʧ
ʣʨʧʨ ʀɣʧ ʖʟʥʎʧ
ʀɣʧ ʖʟʥʎʧ ʤʢʥʎʗ
ʖʟʥʎʧ ʤʢʥʎʗ ɪʙɠɷʕ
ʤʢʥʎʗ ɪʙɠɷʕ ɴʒʛɶɱ
ɪʙɠɷʕ ɴʒʛɶɱ ʐʨʙɸ
ɴʒʛɶɱ ʐʨʙɸ ʧʤʥʟ
ʐʨʙɸ ʧʤʥʟ ɺɶʎʙʋ
ʧʤʥʟ ɺɶʎʙʋ ɤɷʡ
ɺɶʎʙʋ ɤɷʡ ʟʔʇ
ɤɷʡ ʟʔʇ ʧʅɸʤʊ
ʟʔʇ ʧʅɸʤʊ ʀʕɹ
ʧʅɸʤʊ ʀʕɹ ʀʝʃ
ʀʕɹ ʀʝʃ ʓʤʎʄ
ʀʝʃ ʓʤʎʄ ɼɵʝɹʛ
ʓʤʎʄ ɼɵʝɹʛ ʃɷɺ
ɼɵʝɹʛ ʃɷɺ ʘʟɶʢ
ʃɷɺ ʘʟɶʢ ʄɦʤ
ʘʟɶʢ ʄɦʤ ʌʥʘ
ʄɦʤ ʌʥʘ ʠɱʗ
ʌʥʘ ʠɱʗ ʕʘʍ
ʠɱʗ ʕʘʍ ʟʦʇʕʠ
ʕʘʍ ʟʦʇʕʠ ʛʧʃɵ
ʟʦʇʕʠ ʛʧʃɵ ʍʖɻʣʋ
ʛʧʃɵ ʍʖɻʣʋ ʦʠʚʦ
ʍʖɻʣʋ ʦʠʚʦ ʝʛʠ
ʦʠʚʦ ʝʛʠ ɺɶʚʚ
ʝʛʠ ɺɶʚʚ ʓʤʟʏ
ɺɶʚʚ ʓʤʟʏ ɱɻʔɬʀ
ʓʤʟʏ ɱɻʔɬʀ ʎɽʉʆ
ɱɻʔɬʀ ʎɽʉʆ ʁʢɿ
ʎɽʉʆ ʁʢɿ ʦɝɻʇ
ʁʢɿ ʦɝɻʇ ʋʜɹɤʙ
ʦɝɻʇ ʋʜɹɤʙ ʗʨʜʟʠ
ʋʜɹɤʙ ʗʨʜʟʠ ʇɨʕ
ʗʨʜʟʠ ʇɨʕ ʕʇɻʈɹ
ʇɨʕ ʕʇɻʈɹ ʛʓʊʘ
ʕʇɻʈɹ ʛʓʊʘ ʧʠʝ
ʛʓʊʘ ʧʠʝ ʐʞʝʦ
ʧʠʝ ʐʞʝʦ ʨʀʈʉʥ
ʐʞʝʦ ʨʀʈʉʥ ʅɱʆʤ
ʨʀʈʉʥ ʅɱʆʤ ʆʒʠ
ʅɱʆʤ ʆʒʠ ʔʡʓ
ʆʒʠ ʔʡʓ ɿʈɱʔʒ
ʔʡʓ ɿʈɱʔʒ ɦʄɺɩ
ɿʈɱʔʒ ɦʄɺɩ ʎɹʊɯ
ɦʄɺɩ ʎɹʊɯ ʏʑʒɰʧ
ʎɹʊɯ ʏʑʒɰʧ ɩɽʚɿɭ
ʏʑʒɰʧ ɩɽʚɿɭ ɞʕʡʔ
ɩɽʚɿɭ ɞʕʡʔ ʓʛʙʍ
ɞʕʡʔ ʓʛʙʍ ʏʥɼɲ
ʓʛʙʍ ʏʥɼɲ ʞʂʋʇ
ʏʥɼɲ ʞʂʋʇ ɦɴɭʠ
ʞʂʋʇ ɦɴɭʠ ʃʘʉ
ɦɴɭʠ ʃʘʉ ʚʑʥɲʨ
ʃʘʉ ʚʑʥɲʨ ʑʜʓʐʕ
ʚʑʥɲʨ ʑʜʓʐʕ ʍʡʕ
ʑʜʓʐʕ ʍʡʕ ɽʈʌʘʖ
ʍʡʕ ɽʈʌʘʖ ʎɳʌɾ
ɽʈʌʘʖ ʎɳʌɾ ʐʇʥ
ʎɳʌɾ ʐʇʥ ʡʕɿɫʢ
ʐʇʥ ʡʕɿɫʢ ɭʜʉʉʌ
ʡʕɿɫʢ ɭʜʉʉʌ ɢʂʢʢ
ɭʜʉʉʌ ɢʂʢʢ ʎʜʛʎ
ɢʂʢʢ ʎʜʛʎ ʊʇɹʔʤ
ʎʜʛʎ ʊʇɹʔʤ ʑʝɻ
ʊʇɹʔʤ ʑʝɻ ʟʥʂʕʨ
ʑʝɻ ʟʥʂʕʨ ɵʇʐ
ʟʥʂʕʨ ɵʇʐ ɳʝʠɮ
ɵʇʐ ɳʝʠɮ ʚʋʦ
ɳʝʠɮ ʚʋʦ ɴʞʤʓɻ
ʚʋʦ ɴʞʤʓɻ ʕʠʤʃɽ
ɴʞʤʓɻ ʕʠʤʃɽ ʐɹʥ
ʕʠʤʃɽ ʐɹʥ ʁʨʟ
ʐɹʥ ʁʨʟ ʖʝʊɷ
ʁʨʟ ʖʝʊɷ ʔʐʢ
ʖʝʊɷ ʔʐʢ ʞʝʙʘ
ʔʐʢ ʞʝʙʘ ʖʜʣ
ʞʝʙʘ ʖʜʣ ɶʥʃʜɟ
ʖʜʣ ɶʥʃʜɟ ɫʔʃʐʠ
ɶʥʃʜɟ ɫʔʃʐʠ ɰʘʘʄʓ
ɫʔʃʐʠ ɰʘʘʄʓ ʠʠɺɮʓ
ɰʘʘʄʓ ʠʠɺɮʓ ʣʝʓʐ
ʠʠɺɮʓ ʣʝʓʐ ʍʖʆʚʀ
ʣʝʓʐ ʍʖʆʚʀ ʔʦʙ
ʍʖʆʚʀ ʔʦʙ ɭʈʈ
ʔʦʙ ɭʈʈ ɠʓʤʎʏ
ɭʈʈ ɠʓʤʎʏ ʆʀʨʤʞ
ɠʓʤʎʏ ʆʀʨʤʞ ʝɹʣ
ʆʀʨʤʞ ʝɹʣ ʤɡʑɯɾ
ʝɹʣ ʤɡʑɯɾ ʒʘʟ
ʤɡʑɯɾ ʒʘʟ ɩʆʣʏ
ʒʘʟ ɩʆʣʏ ʦʊʎʑʌ
ɩʆʣʏ ʦʊʎʑʌ ʜʣʙɯʏ
ʦʊʎʑʌ ʜʣʙɯʏ ʞʠʀɴɻ
ʜʣʙɯʏ ʞʠʀɴɻ ɩʌʍ
ʞʠʀɴɻ ɩʌʍ ʋʡʨʦ
ɩʌʍ ʋʡʨʦ ʏʡʗʗ
ʋʡʨʦ ʏʡʗʗ ɽʄʜɿ
ʏʡʗʗ ɽʄʜɿ ʢɻʑʈʤ
ɽʄʜɿ ʢɻʑʈʤ ʑɡʘ
ʢɻʑʈʤ ʑɡʘ ʣʍʓ
ʑɡʘ ʣʍʓ ʜʞʡ
ʣʍʓ ʜʞʡ ʎʤʜʕ
ʜʞʡ ʎʤʜʕ ɿʨɻɯ
ʎʤʜʕ ɿʨɻɯ ɾʉʄ
ɿʨɻɯ ɾʉʄ ʡʢʂʨ
ɾʉʄ ʡʢʂʨ ɰʠʍɣɭ
ʡʢʂʨ ɰʠʍɣɭ ʁɥɵ
ɰʠʍɣɭ ʁɥɵ ɡʋʞɮɨ
ʁɥɵ ɡʋʞɮɨ ʍʖʑʙ
ɡʋʞɮɨ ʍʖʑʙ ʈʟʠ
ʍʖʑʙ ʈʟʠ ʀʡʑʝʊ
ʈʟʠ ʀʡʑʝʊ ʎʅʑʇ
ʀʡʑʝʊ ʎʅʑʇ ʞɾʣɻ
ʎʅʑʇ ʞɾʣɻ ʞʍʕʇ
ʞɾʣɻ ʞʍʕʇ ɝʥɹʌ
ʞʍʕʇ ɝʥɹʌ ʚʚʜʗ
ɝʥɹʌ ʚʚʜʗ ʛɶʅʞɺ
ʚʚʜʗ ʛɶʅʞɺ ʔɦʡʕ
ʛɶʅʞɺ ʔɦʡʕ ʧʜʞ
ʔɦʡʕ ʧʜʞ ɺʞʑʚ
ʧʜʞ ɺʞʑʚ ʂʠʝʗʁ
ɺʞʑʚ ʂʠʝʗʁ ʙʃʗʑ
ʂʠʝʗʁ ʙʃʗʑ ʓʛʢɴʟ
ʙʃʗʑ ʓʛʢɴʟ ʔʙʛʌ
ʓʛʢɴʟ ʔʙʛʌ ʜʜʔʜɮ
ʔʙʛʌ ʜʜʔʜɮ ʉʞʓ
ʜʜʔʜɮ ʉʞʓ ʠʧʀ
ʉʞʓ ʠʧʀ ʌʡʞʕɼ
ʠʧʀ ʌʡʞʕɼ ʀʐʙ
ʌʡʞʕɼ ʀʐʙ ɽɴʉʖʠ
ʀʐʙ ɽɴʉʖʠ ʞɩʧ
ɽɴʉʖʠ ʞɩʧ ʙʁʎ
ʞɩʧ ʙʁʎ ʏʨʄʣ
ʙʁʎ ʏʨʄʣ ɺʞʔɹ
ʏʨʄʣ ɺʞʔɹ ʂʢʌʊ
ɺʞʔɹ ʂʢʌʊ ʊʙʦ
ʂʢʌʊ ʊʙʦ ʜɶɿʧ
ʊʙʦ ʜɶɿʧ ʝʦɯ
ʜɶɿʧ ʝʦɯ ʠɺɨʤ
ʝʦɯ ʠɺɨʤ ʕʦʞʘʌ
ʠɺɨʤ ʕʦʞʘʌ ɵɿʙ
ʕʦʞʘʌ ɵɿʙ ʏʑʤ
ɵɿʙ ʏʑʤ ʡʄʒɿʨ
ʏʑʤ ʡʄʒɿʨ ʖʘʖʉʔ
ʡʄʒɿʨ ʖʘʖʉʔ ɼɵʊʢ
ʖʘʖʉʔ ɼɵʊʢ ʤʁʀʈ
ɼɵʊʢ ʤʁʀʈ ʟʅʋʝ
ʤʁʀʈ ʟʅʋʝ ɲʑʝ
ʟʅʋʝ ɲʑʝ ɺʎɭʁʧ
ɲʑʝ ɺʎɭʁʧ ʙʎʞ
ɺʎɭʁʧ ʙʎʞ ʕʤʄʠɪ
ʙʎʞ ʕʤʄʠɪ ʥɽʟʟ
ʕʤʄʠɪ ʥɽʟʟ ʞʚʉʨʛ
ʥɽʟʟ ʞʚʉʨʛ ɸʛɶʌ
ʞʚʉʨʛ ɸʛɶʌ ʞʅʤʓʓ
ɸʛɶʌ ʞʅʤʓʓ ʠʐɺ
ʞʅʤʓʓ ʠʐɺ ʗʣʐʛɹ
ʠʐɺ ʗʣʐʛɹ ʣɢɼ
ʗʣʐʛɹ ʣɢɼ ʘʈʥɻ
ʣɢɼ ʘʈʥɻ ʡɴʚ
ʘʈʥɻ ʡɴʚ ʦʒʘ
ʡɴʚ ʦʒʘ ʗɱʤʎ
ʦʒʘ ʗɱʤʎ ʦʞʥ
ʗɱʤʎ ʦʞʥ ʚɽɽʂʖ
ʦʞʥ ʚɽɽʂʖ ɶʀʞ
ʚɽɽʂʖ ɶʀʞ ʚʤɾ
ɶʀʞ ʚʤɾ ɽʘʦʖ
ʚʤɾ ɽʘʦʖ ʥʑʒʑ
ɽʘʦʖ ʥʑʒʑ ʆʤʘʄ
ʥʑʒʑ ʆʤʘʄ ʥʨɨ
ʆʤʘʄ ʥʨɨ ɪʝʜʑ
ʥʨɨ ɪʝʜʑ ʉʝʅ
ɪʝʜʑ ʉʝʅ ʖɶʉ
ʉʝʅ ʖɶʉ ʢʌʘʘʄ
ʖɶʉ ʢʌʘʘʄ ʂʤʖʒʟ
ʢʌʘʘʄ ʂʤʖʒʟ ʥɶʇʝɿ
ʂʤʖʒʟ ʥɶʇʝɿ ʚʅʙʀ
ʥɶʇʝɿ ʚʅʙʀ ʌʡʎɭʤ
ʚʅʙʀ ʌʡʎɭʤ ɹʍʜ
ʌʡʎɭʤ ɹʍʜ ʢʁʚʔ
ɹʍʜ ʢʁʚʔ ʨʦʄʌ
ʢʁʚʔ ʨʦʄʌ ʛʞʑɯ
ʨʦʄʌ ʛʞʑɯ ʤʖʙ
ʛʞʑɯ ʤʖʙ ʜʡɰʐʘ
ʤʖʙ ʜʡɰʐʘ ʛʤʖɶ
ʜʡɰʐʘ ʛʤʖɶ ɿʝʂʝʦ
ʛʤʖɶ ɿʝʂʝʦ ʌʌʤ
ɿʝʂʝʦ ʌʌʤ ʞʊɫʛʨ
ʌʌʤ ʞʊɫʛʨ ʚʧʍʁ
ʞʊɫʛʨ ʚʧʍʁ ʗʕʤʢ
ʚʧʍʁ ʗʕʤʢ ʌʎʞ
ʗʕʤʢ ʌʎʞ ɮʠʀ
ʌʎʞ ɮʠʀ ʎʘʦɸɾ
ɮʠʀ ʎʘʦɸɾ ʑʘʕ
ʎʘʦɸɾ ʑʘʕ ʢɾʍ
ʑʘʕ ʢɾʍ ʨʋɻɶ
ʢɾʍ ʨʋɻɶ ʒʚʡʨɬ
ʨʋɻɶ ʒʚʡʨɬ ʊʈʘʥʡ
ʒʚʡʨɬ ʊʈʘʥʡ ʥɣʝ
ʊʈʘʥʡ ʥɣʝ ʘʕɲɦ
ʥɣʝ ʘʕɲɦ ʆʆʏɽʤ
ʘʕɲɦ ʆʆʏɽʤ ʦʝʖ
ʆʆʏɽʤ ʦʝʖ ʝʟʙʦ
ʦʝʖ ʝʟʙʦ ʌʜʠɶ
ʝʟʙʦ ʌʜʠɶ ʁʌɳ
ʌʜʠɶ ʁʌɳ ʃʐʧɷʐ
ʁʌɳ ʃʐʧɷʐ ʤʌʣ
ʃʐʧɷʐ ʤʌʣ ɤʔʓʧ
ʤʌʣ ɤʔʓʧ ʇʄʅʝʝ
ɤʔʓʧ ʇʄʅʝʝ ʖɼʨ
ʇʄʅʝʝ ʖɼʨ ʑɹʛʝ
ʖɼʨ ʑɹʛʝ ʤʕʨʂɴ
ʑɹʛʝ ʤʕʨʂɴ ʖʙʠʑ
ʤʕʨʂɴ ʖʙʠʑ ɾʞʓʞ
ʖʙʠʑ ɾʞʓʞ ʋʓʎ
ɾʞʓʞ ʋʓʎ ʓʣʆɩʨ
ʋʓʎ ʓʣʆɩʨ ʓʗɭ
ʓʣʆɩʨ ʓʗɭ ʄɿʧʛʘ
ʓʗɭ ʄɿʧʛʘ ʜʑʏ
ʄɿʧʛʘ ʜʑʏ ʤɵʡ
ʜʑʏ ʤɵʡ ʏʕʋ
ʤɵʡ ʏʕʋ ɲɢɶ
ʏʕʋ ɲɢɶ ʓʏʧʈʟ
ɲɢɶ ʓʏʧʈʟ ʢʅʚ
ʓʏʧʈʟ ʢʅʚ ɶɷɶ
ʢʅʚ ɶɷɶ ɾʎʒʍ
ɶɷɶ ɾʎʒʍ ʙʈʐʍʘ
ɾʎʒʍ ʙʈʐʍʘ ɴɺʘʦ
ʙʈʐʍʘ ɴɺʘʦ ʍɾʍʤʦ
ɴɺʘʦ ʍɾʍʤʦ ʁʛʤʟ
ʍɾʍʤʦ ʁʛʤʟ ʝʓʙʌʈ
ʁʛʤʟ ʝʓʙʌʈ ʧʏʏʙʗ
ʝʓʙʌʈ ʧʏʏʙʗ ʤɟɾʟʤ
ʧʏʏʙʗ ʤɟɾʟʤ ɷʄʌɾ
ʤɟɾʟʤ ɷʄʌɾ ʤʌɼ
ɷʄʌɾ ʤʌɼ ʉʎʓʙʝ
ʤʌɼ ʉʎʓʙʝ ʣʢʢ
ʉʎʓʙʝ ʣʢʢ ʠʀʣʝ
ʣʢʢ ʠʀʣʝ ʀʦʒ
ʠʀʣʝ ʀʦʒ ʖʉɳʚʍ
ʀʦʒ ʖʉɳʚʍ ʀʧɥ
ʖʉɳʚʍ ʀʧɥ ʨʖʧ
ʀʧɥ ʨʖʧ ʓʞʡ
ʨʖʧ ʓʞʡ ɰʛʞɿɟ
ʓʞʡ ɰʛʞɿɟ ʏʜɽ
ɰʛʞɿɟ ʏʜɽ ʧʔʆʙʍ
ʏʜɽ ʧʔʆʙʍ ʣʢʡʅɵ
ʧʔʆʙʍ ʣʢʡʅɵ ʦʜɼ
ʣʢʡʅɵ ʦʜɼ ʥɺʜʝɫ
ʦʜɼ ʥɺʜʝɫ ʦʉʘ
ʥɺʜʝɫ ʦʉʘ ʙʊʢ
ʦʉʘ ʙʊʢ ʞɩʡʂ
ʙʊʢ ʞɩʡʂ ʃʠʠʤ
ʞɩʡʂ ʃʠʠʤ ʥʀʝʂ
ʃʠʠʤ ʥʀʝʂ ʂʠʅʌ
ʥʀʝʂ ʂʠʅʌ ʟʠʛɦ
ʂʠʅʌ ʟʠʛɦ ʒʨʍ
ʟʠʛɦ ʒʨʍ ʋʨʨ
ʒʨʍ ʋʨʨ ʒʋʠʦ
ʋʨʨ ʒʋʠʦ ɹʝʃ
ʒʋʠʦ ɹʝʃ ʖɺʜ
ɹʝʃ ʖɺʜ ʌɽʖʝʟ
ʖɺʜ ʌɽʖʝʟ ɤɽʉʆ
ʌɽʖʝʟ ɤɽʉʆ ʊʜʅʧ
ɤɽʉʆ ʊʜʅʧ ʄʦʐ
ʊʜʅʧ ʄʦʐ ɽʠʞɾʜ
ʄʦʐ ɽʠʞɾʜ ʣʣʓʢʨ
ɽʠʞɾʜ ʣʣʓʢʨ ʏʦʝʐ
ʣʣʓʢʨ ʏʦʝʐ ʛɭɧʑʦ
ʏʦʝʐ ʛɭɧʑʦ ʛɠʠ
ʛɭɧʑʦ ʛɠʠ ʂʤʈ
ʛɠʠ ʂʤʈ ʤʠʉ
ʂʤʈ ʤʠʉ ʦɨʟʎ
ʤʠʉ ʦɨʟʎ ʟɶʤ
ʦɨʟʎ ʟɶʤ ɫʉɡɽ
ʟɶʤ ɫʉɡɽ ʎʡʟɺ
ɫʉɡɽ ʎʡʟɺ ɴʎʑɿʝ
ʎʡʟɺ ɴʎʑɿʝ ʉʓʈ
ɴʎʑɿʝ ʉʓʈ ɹɸʀʞ
ʉʓʈ ɹɸʀʞ ɴʈʒ
ɹɸʀʞ ɴʈʒ ʎɼʖʛ
ɴʈʒ ʎɼʖʛ ʥɻʠʍʎ
ʎɼʖʛ ʥɻʠʍʎ ɱʞʠɟ
ʥɻʠʍʎ ɱʞʠɟ ɶʣʑ
ɱʞʠɟ ɶʣʑ ʠʑʄʣʔ
ɶʣʑ ʠʑʄʣʔ ʦʆʠ
ʠʑʄʣʔ ʦʆʠ ʛʥɵɧ
ʦʆʠ ʛʥɵɧ ʡʊɪɫ
ʛʥɵɧ ʡʊɪɫ ʚɷʌ
ʡʊɪɫ ʚɷʌ ɲʢɻʖʤ
ʚɷʌ ɲʢɻʖʤ ʍʅɽ
ɲʢɻʖʤ ʍʅɽ ɹʃʌ
ʍʅɽ ɹʃʌ ʙʀʌɬ
ɹʃʌ ʙʀʌɬ ʧʠɣʣʋ
ʙʀʌɬ ʧʠɣʣʋ ɯɽɫʁ
ʧʠɣʣʋ ɯɽɫʁ ʜʗɶ
ɯɽɫʁ ʜʗɶ ʨʑʙʖʝ
ʜʗɶ ʨʑʙʖʝ ʕʁʁ
ʨʑʙʖʝ ʕʁʁ ʏʥʉʝ
ʕʁʁ ʏʥʉʝ ʛʘʤʍʞ
ʏʥʉʝ ʛʘʤʍʞ ɯʂʠʠʚ
ʛʘʤʍʞ ɯʂʠʠʚ ɿʛɴ
ɯʂʠʠʚ ɿʛɴ ʤɼʟʝʟ
ɿʛɴ ʤɼʟʝʟ ʍʀʄʗʙ
ʤɼʟʝʟ ʍʀʄʗʙ ɾɳʨ
ʍʀʄʗʙ ɾɳʨ ʏʛɸʋʂ
ɾɳʨ ʏʛɸʋʂ ɭɨʑʅ
ʏʛɸʋʂ ɭɨʑʅ ʛʡɨʉʠ
ɭɨʑʅ ʛʡɨʉʠ ɭʜʚ
ʛʡɨʉʠ ɭʜʚ ʟʢʢʤ
ɭʜʚ ʟʢʢʤ ʞɿʀɤ
ʟʢʢʤ ʞɿʀɤ ʞʞʌʕ
ʞɿʀɤ ʞʞʌʕ ʨʉʣɱʟ
ʞʞʌʕ ʨʉʣɱʟ ʛɲʢʞʖ
ʨʉʣɱʟ ʛɲʢʞʖ ɼʏʙ
ʛɲʢʞʖ ɼʏʙ ʆɻʐʤʆ
ɼʏʙ ʆɻʐʤʆ ʞʃʞʡʚ
ʆɻʐʤʆ ʞʃʞʡʚ ʖʡʣ
ʞʃʞʡʚ ʖʡʣ ʙʏʋ
ʖʡʣ ʙʏʋ ʘʜʛ
ʙʏʋ ʘʜʛ ɵʜʜʨ
ʘʜʛ ɵʜʜʨ ʄʍɷ
ɵʜʜʨ ʄʍɷ ʢɸɩʖʒ
ʄʍɷ ʢɸɩʖʒ ɿʔʉɰɡ
ʢɸɩʖʒ ɿʔʉɰɡ ɵɰɶ
ɿʔʉɰɡ ɵɰɶ ʚɼʄɳʞ
ɵɰɶ ʚɼʄɳʞ ɳʠʤ
ʚɼʄɳʞ ɳʠʤ ʍɾʇʓʧ
ɳʠʤ ʍɾʇʓʧ ʕʛʑɻʠ
ʍɾʇʓʧ ʕʛʑɻʠ ʎɸʗʛʖ
ʕʛʑɻʠ ʎɸʗʛʖ ɭʈʕʇ
ʎɸʗʛʖ ɭʈʕʇ ʟʖɮ
ɭʈʕʇ ʟʖɮ ʡɻʖɾ
ʟʖɮ ʡɻʖɾ ʍʍɷ
ʡɻʖɾ ʍʍɷ ɼʑɫ
ʍʍɷ ɼʑɫ ʊʑʥ
ɼʑɫ ʊʑʥ ʇʝʑ
ʊʑʥ ʇʝʑ ɻʖɯʄ
